Date,Open,High,Low,Close,Volume,SMA(20),EMA(20),"TSI(2,20)",EMA(12),EMA(26),"MACD(12,26)",MACD Signal(9),PSAR(0.02),ADL(20),ADR(20),ATR(20),ADX(20),Aroon(20) up,Aroon(20) down,Aroon(20) Oscillator,Tenkan(9),Kijun(26),Senkou(26)_A,Senkou(52)_B,Chikou(26),Keltner(20)_mid,Keltner(20)_upper,Keltner(20)_lower,RSI(14),BB_MAVG(20),BB_UP(20),BB_DOWN(20),CCI(20),CMO(14),DEMARK(14),Donchian(20) mid,Donchian(20) up,Donchian(20) down,Pivot,Support,Resistance,stochastic_oscillator Low(14),stochastic_oscillator High(14),stochastic_oscillator %K(14),stochastic_oscillator %D(3),Williams(14),PSY(12),NPSY(12)
2000-02-04,1424.97,1435.91,1420.63,1424.37,1045100000,1425.9625,1420.6549,-9.5896,1414.9796,1424.4479,-9.4683,-10.4183,1351.6528,-2220137954.6563,26.7455,26.7455,,30.0,80.0,-50.0,1393.025,,,,1359.15,1420.6688,1474.1598,1367.1778,39.2253,1425.9625,1480.0091,1371.9159,4.9089,-21.5494,0.3075,1411.57,1473.0,1350.14,1416.4233,1407.0667,1434.3267,1350.14,1465.71,64.2295,57.714,-35.7705,33.3333,-33.3333
2000-02-07,1424.37,1427.15,1413.33,1424.24,918100000,1425.101,1420.8971,-7.7441,1416.4043,1424.4325,-8.0282,-9.9403,1355.0231,-2399171507.5963,25.3995,25.3995,,25.0,75.0,-50.0,1393.025,,,,1392.14,1421.0089,1471.8079,1370.2099,41.386,1425.101,1478.6538,1371.5482,-10.1985,-17.2279,0.295,1411.57,1473.0,1350.14,1426.97,1418.03,1433.31,1350.14,1465.71,64.117,63.0844,-35.883,33.3333,-33.3333
2000-02-08,1424.24,1441.83,1424.24,1441.72,1047700000,1424.307,1422.2767,-3.6523,1420.299,1425.7131,-5.4141,-9.035,1358.2586,-1979483635.678,25.1345,25.1345,,20.0,70.0,-50.0,1395.985,1414.07,,,1458.47,1422.9814,1473.2504,1372.7124,46.3841,1424.307,1476.2785,1372.3355,36.7259,-7.2317,0.3532,1411.57,1473.0,1350.14,1421.5733,1415.9967,1429.8167,1350.14,1465.71,79.242,69.1962,-20.758,41.6667,-16.6667
2000-02-09,1441.72,1444.55,1411.65,1411.71,1050500000,1422.9645,1421.5894,-5.3518,1418.9776,1424.6758,-5.6982,-8.3676,1363.2729,-1938830489.451,25.5675,25.5675,,15.0,65.0,-50.0,1397.345,1411.57,,,1464.47,1421.9079,1473.0429,1370.7729,42.1533,1422.9645,1474.7727,1371.1563,-1.2365,-15.6934,0.3433,1411.57,1473.0,1350.14,1435.93,1430.03,1447.62,1350.14,1454.09,59.2304,67.5298,-40.7696,41.6667,-16.6667
2000-02-10,1411.7,1422.1,1406.43,1416.83,1058800000,1422.1935,1421.2852,-5.6202,1418.6472,1424.0946,-5.4474,-7.7836,1369.775,-1226265103.5054,25.575,25.575,,10.0,60.0,-50.0,1397.345,1411.57,,,1456.63,1421.4243,1472.5743,1370.2743,44.3393,1422.1935,1473.8787,1370.5083,-22.9463,-11.3214,0.3342,1411.57,1473.0,1350.14,1422.6367,1400.7233,1433.6233,1350.14,1454.09,64.1558,67.5428,-35.8442,41.6667,-16.6667
2000-02-11,1416.83,1416.83,1378.89,1387.12,1025700000,1419.0655,1419.1362,-9.7671,1413.7969,1421.3558,-7.5589,-7.7387,1375.757,-1700441851.2969,26.3745,26.3745,,5.0,55.0,-50.0,1411.72,1411.57,,,1493.87,1418.1572,1470.9062,1365.4082,46.5117,1419.0655,1471.3157,1366.8153,-83.6189,-6.9765,0.3618,1411.57,1473.0,1350.14,1415.12,1408.14,1423.81,1350.14,1444.55,39.1696,54.1853,-60.8304,41.6667,-16.6667
2000-02-14,1387.12,1394.93,1380.53,1389.94,927300000,1415.305,1417.3274,-11.9004,1410.1266,1419.0287,-8.9021,-7.9713,1444.55,-2244815688.1393,25.9285,25.9285,,15.0,50.0,-35.0,1411.72,1411.57,,,1500.64,1415.4699,1467.3269,1363.6129,44.9993,1415.305,1464.3154,1366.2946,-96.1495,-10.0015,0.3764,1407.925,1465.71,1350.14,1394.28,1371.73,1409.67,1350.14,1444.55,42.1566,48.494,-57.8434,50.0,0.0
2000-02-15,1389.94,1407.72,1376.25,1402.05,1092100000,1412.6505,1416.3943,-11.3617,1408.884,1417.771,-8.887,-8.1545,1443.2696,-1619873818.0166,26.8095,26.8095,,10.0,45.0,-35.0,1410.4,1411.57,,,1527.35,1414.1918,1467.8108,1360.5728,49.5073,1412.6505,1458.2057,1367.0953,-64.9245,-0.9853,0.4099,1407.925,1465.71,1350.14,1388.4667,1382.0033,1396.4033,1350.14,1444.55,54.9836,45.4366,-45.0164,58.3333,16.6667
2000-02-16,1402.05,1404.55,1385.58,1387.67,1018800000,1409.239,1414.6631,-12.7863,1405.6203,1415.5413,-9.921,-8.5078,1440.5888,-1937305533.3347,27.1225,27.1225,,5.0,40.0,-35.0,1410.4,1411.57,,,1527.46,1411.6659,1465.9109,1357.4209,47.4779,1409.239,1451.2372,1367.2408,-68.3833,-5.0442,0.464,1407.925,1465.71,1350.14,1395.34,1382.96,1414.43,1350.14,1444.55,39.7521,45.6308,-60.2479,50.0,0.0
2000-02-17,1387.67,1399.88,1380.07,1388.26,1034800000,1406.3735,1413.0918,-13.612,1402.9495,1413.5204,-10.5709,-8.9204,1438.0153,-1902800573.667,26.7545,26.7545,,10.0,35.0,-25.0,1410.4,1411.57,,,1523.86,1409.4368,1462.9458,1355.9278,57.8897,1406.3735,1445.6679,1367.0791,-75.0093,15.7794,0.4936,1402.115,1454.09,1350.14,1392.6,1380.65,1399.62,1350.14,1444.55,40.3771,45.0376,-59.6229,50.0,0.0
2000-02-18,1388.26,1388.59,1345.32,1346.09,1042300000,1401.61,1409.1511,-19.0487,1394.2019,1408.5256,-14.3237,-10.0011,1435.5447,-1977285519.933,28.239,28.239,,5.0,100.0,-95.0,1394.935,1409.16,,,1507.73,1403.4038,1459.8818,1346.9258,36.9938,1401.61,1445.8354,1357.3846,-183.8536,-26.0124,0.4121,1399.705,1454.09,1345.32,1389.4033,1378.9267,1398.7367,1345.32,1444.55,0.776,26.9684,-99.224,50.0,0.0
2000-02-22,1346.09,1358.11,1331.88,1352.17,980000000,1399.142,1405.8369,-21.408,1387.7354,1404.3511,-16.6157,-11.324,1430.1312,-632231507.3318,26.617,26.617,,60.0,100.0,-40.0,1388.215,1402.44,,,1508.52,1398.5244,1451.7584,1345.2904,33.8863,1399.142,1448.5872,1349.6968,-197.7681,-32.2273,0.3168,1388.215,1444.55,1331.88,1360.0,1331.41,1374.68,1331.88,1444.55,18.0083,19.7205,-81.9917,50.0,0.0
