Date,Open,High,Low,Close,Volume,SMA(20),EMA(20),"TSI(2,20)",EMA(12),EMA(26),"MACD(12,26)",MACD Signal(9),PSAR(0.02),ADL(20),ADR(20),ATR(20),ADX(20),Aroon(20) up,Aroon(20) down,Aroon(20) Oscillator,Tenkan(9),Kijun(26),Senkou(26)_A,Senkou(52)_B,Chikou(26),Keltner(20)_mid,Keltner(20)_upper,Keltner(20)_lower,RSI(14),BB_MAVG(20),BB_UP(20),BB_DOWN(20),CCI(20),CMO(14),DEMARK(14),Donchian(20) mid,Donchian(20) up,Donchian(20) down,Pivot,Support,Resistance,stochastic_oscillator Low(14),stochastic_oscillator High(14),stochastic_oscillator %K(14),stochastic_oscillator %D(3),Williams(14),PSY(12),NPSY(12)
2004-09-07,1113.63,1124.08,1113.63,1121.3,1214400000,1095.0445,1101.1703,11.6495,1106.2408,1100.6956,5.5452,1.9267,1097.3895,1243599100388.6829,10.125,10.125,18.1406,100.0,20.0,80.0,1108.66,1092.4,1105.0425,1112.56,1113.65,1101.8419,1122.0919,1081.5919,74.9276,1095.0445,1128.0106,1062.0784,127.9888,49.8552,0.7795,1092.4,1124.08,1060.72,1116.0,1111.2,1118.43,1078.93,1124.08,93.8427,91.7484,-6.1573,75.0,50.0
2004-09-08,1121.3,1123.05,1116.27,1116.27,1246300000,1096.906,1101.8894,11.7183,1107.7838,1101.8492,5.9345,2.7283,1102.1938,1246500873186.8442,9.773,9.773,19.6306,95.0,15.0,80.0,1109.4,1092.4,1104.95,1112.56,1103.29,1103.216,1122.762,1083.67,64.8633,1096.906,1130.269,1063.543,114.7512,29.7267,0.7467,1092.4,1124.08,1060.72,1119.67,1115.26,1125.71,1086.28,1124.08,79.3386,85.3523,-20.6614,66.6667,33.3333
2004-09-09,1116.27,1121.3,1113.62,1118.38,1371300000,1099.0355,1102.6746,12.2552,1109.414,1103.0737,6.3402,3.4507,1106.1333,1249019536610.006,9.501,9.501,21.0496,90.0,10.0,80.0,1109.4,1092.4,1102.59,1112.56,1108.2,1104.6602,1123.6622,1085.6582,69.6312,1099.0355,1132.1596,1065.9114,102.8868,39.2625,0.7065,1092.4,1124.08,1060.72,1118.53,1114.01,1120.79,1089.57,1124.08,83.483,85.5548,-16.517,75.0,50.0
2004-09-10,1118.38,1125.26,1114.39,1123.92,1261200000,1102.07,1103.6863,13.8982,1111.6457,1104.6179,7.0278,4.1661,1109.3637,1253804716612.0818,9.396,9.396,22.7966,100.0,5.0,95.0,1109.99,1092.99,1102.59,1112.56,1114.02,1106.4945,1125.2865,1087.7025,68.9211,1102.07,1132.3834,1071.7566,115.5109,37.8422,0.6996,1092.99,1125.26,1060.72,1117.7667,1114.2333,1121.9133,1092.82,1125.26,95.8693,86.2303,-4.1307,75.0,50.0
2004-09-13,1123.92,1129.78,1123.35,1125.82,1299800000,1105.121,1104.7403,15.4096,1113.8263,1106.1884,7.6379,4.8604,1112.543,1258066012202.5308,9.3745,9.3745,24.976,100.0,5.0,95.0,1112.25,1095.25,1102.59,1112.56,1103.23,1108.335,1127.084,1089.586,72.5599,1105.121,1131.6921,1078.5499,135.4509,45.1198,0.7193,1097.29,1129.78,1064.8,1121.19,1117.12,1127.99,1092.82,1129.78,89.2857,89.546,-10.7143,75.0,50.0
2004-09-14,1125.82,1129.46,1124.72,1128.33,1204500000,1107.5705,1105.8636,16.9902,1116.0577,1107.8285,8.2291,5.5342,1115.9904,1261952090148.08,8.8185,8.8185,27.7402,95.0,10.0,85.0,1114.48,1095.25,1093.475,1104.285,1103.66,1110.2393,1127.8763,1092.6023,73.3576,1107.5705,1133.1485,1081.9925,128.4368,46.7151,0.747,1104.355,1129.78,1078.93,1126.3167,1122.8533,1129.2833,1093.24,1129.78,96.0317,93.7289,-3.9683,75.0,50.0
2004-09-15,1128.33,1128.33,1119.82,1120.37,1256000000,1109.5035,1106.5544,15.4315,1116.7211,1108.7575,7.9636,6.0201,1118.7483,1265204606979.57,8.872,8.872,29.909,90.0,5.0,85.0,1117.69,1095.25,1090.5525,1104.285,1106.49,1111.2041,1128.9481,1093.4601,61.3325,1109.5035,1132.573,1086.434,89.198,22.6651,0.645,1104.355,1129.78,1078.93,1127.5033,1125.5467,1130.2867,1094.72,1129.78,73.1603,86.1593,-26.8397,66.6667,33.3333
2004-09-16,1120.37,1126.06,1120.37,1123.5,1113900000,1110.92,1107.3613,15.1683,1117.764,1109.8496,7.9144,6.3989,1129.78,1267286209575.5593,8.3445,8.3445,31.7579,85.0,5.0,80.0,1121.675,1095.25,1089.61,1104.285,1095.74,1112.3751,1129.0641,1095.6861,62.9666,1110.92,1133.7617,1088.0783,83.3309,25.9332,0.6415,1108.03,1129.78,1086.28,1122.84,1117.35,1125.86,1094.72,1129.78,82.0878,83.76,-17.9122,75.0,50.0
2004-09-17,1123.5,1130.14,1123.5,1128.55,1422600000,1112.786,1108.3703,16.2129,1119.4234,1111.2348,8.1886,6.7569,1120.37,1269967161418.028,8.232,8.232,33.454,100.0,5.0,95.0,1121.88,1095.43,1088.8575,1104.285,1094.8,1113.9156,1130.3796,1097.4516,64.163,1112.786,1134.9422,1090.6298,101.162,28.3261,0.6499,1109.855,1130.14,1089.57,1123.31,1120.56,1126.25,1094.72,1130.14,95.511,83.5864,-4.489,75.0,50.0
2004-09-20,1128.55,1128.55,1120.34,1122.2,1197600000,1113.9785,1109.0289,14.7839,1119.8506,1112.047,7.8035,6.9662,1130.14,1271222029207.6467,8.108,8.108,34.3294,95.0,10.0,85.0,1121.88,1095.43,1088.165,1104.285,1111.09,1114.7046,1130.9206,1098.4886,66.2118,1113.9785,1135.4189,1092.5381,70.7756,32.4237,0.6815,1111.48,1130.14,1092.82,1127.3967,1124.6533,1131.2933,1094.72,1130.14,77.5833,85.0607,-22.4167,66.6667,33.3333
2004-09-21,1122.2,1131.54,1122.2,1129.3,1325000000,1115.6595,1109.9942,15.5939,1121.3043,1113.325,7.9793,7.1688,1120.34,1273897155006.6973,8.2415,8.2415,34.9952,100.0,5.0,95.0,1122.58,1098.17,1086.915,1103.53,1125.4,1116.0946,1132.5776,1099.6116,67.1409,1115.6595,1136.3168,1095.0022,93.0581,34.2818,0.7677,1112.18,1131.54,1092.82,1123.6967,1118.8433,1127.0533,1099.18,1131.54,93.0779,88.7241,-6.9221,66.6667,33.3333
2004-09-22,1129.3,1129.3,1112.67,1113.56,1379900000,1116.528,1110.164,11.075,1120.1129,1113.3424,6.7705,7.0891,1131.54,1275525750244.1775,8.667,8.667,35.3737,95.0,5.0,90.0,1122.105,1105.235,1085.8725,1103.53,1127.44,1115.8532,1133.1872,1098.5192,54.388,1116.528,1135.0934,1097.9626,18.6254,8.776,0.6002,1112.39,1131.54,1093.24,1127.68,1123.82,1133.16,1105.6,1131.54,30.6862,67.1158,-69.3138,66.6667,33.3333
2004-09-23,1113.56,1113.61,1108.05,1108.36,1286300000,1116.698,1110.0781,6.7704,1118.3047,1112.9734,5.3314,6.7376,1131.1626,1275062289628.685,8.2925,8.2925,34.9471,90.0,20.0,70.0,1119.795,1105.235,1084.9575,1103.53,1130.2,1115.1396,1131.7246,1098.5546,43.7789,1116.698,1134.8756,1098.5204,-61.0072,-12.4422,0.4522,1113.13,1131.54,1094.72,1118.51,1107.72,1124.35,1108.05,1131.54,1.3197,41.6946,-98.6803,58.3333,16.6667
2004-09-24,1108.36,1113.81,1108.36,1110.11,1255400000,1116.949,1110.0796,4.5245,1117.044,1112.7613,4.2828,6.2466,1130.2381,1273926921418.901,8.349,8.349,34.6843,85.0,15.0,70.0,1119.795,1108.91,1084.0525,1103.53,1130.51,1114.6606,1131.3586,1097.9626,47.7155,1116.949,1134.5822,1099.3158,-59.81,-4.5691,0.4336,1113.13,1131.54,1094.72,1110.0067,1106.4033,1111.9633,1108.05,1131.54,8.7697,13.5919,-91.2303,66.6667,33.3333
2004-09-27,1110.11,1110.11,1103.24,1103.52,1263500000,1116.7365,1109.7672,1.2349,1114.9634,1112.0767,2.8867,5.5746,1129.3506,1271423872808.567,8.4395,8.4395,34.3323,80.0,10.0,70.0,1117.39,1110.555,1083.22,1103.53,1130.56,1113.5996,1130.4786,1096.7206,38.2965,1116.7365,1134.929,1098.544,-106.3478,-23.4071,0.3444,1113.13,1131.54,1094.72,1110.76,1107.71,1113.16,1103.24,1131.54,0.9894,3.6929,-99.0106,58.3333,16.6667
2004-09-28,1103.52,1111.77,1101.29,1110.06,1396600000,1117.282,1109.7812,0.8999,1114.209,1111.9273,2.2817,4.916,1127.7839,1270704763511.2097,8.5325,8.5325,34.2615,75.0,5.0,70.0,1116.415,1112.18,1084.4925,1103.53,1143.2,1113.2625,1130.3275,1096.1975,45.992,1117.282,1133.8345,1100.7295,-93.9684,-8.016,0.3529,1113.13,1131.54,1094.72,1105.6233,1101.1367,1108.0067,1101.29,1131.54,28.9917,12.9169,-71.0083,58.3333,16.6667
2004-09-29,1110.06,1114.8,1107.42,1114.8,1402900000,1117.81,1110.0202,1.9575,1114.2999,1112.1401,2.1598,4.3648,1125.6644,1270250354213.8528,8.4255,8.4255,34.6461,70.0,5.0,65.0,1116.415,1112.18,1084.7775,1103.53,1161.67,1113.4089,1130.2599,1096.5579,47.7653,1117.81,1133.247,1102.373,-59.7859,-4.4694,0.4111,1115.36,1131.54,1099.18,1107.7067,1103.6433,1114.1233,1101.29,1131.54,44.6612,24.8808,-55.3388,58.3333,16.6667
2004-09-30,1114.8,1116.31,1109.68,1114.58,1748000000,1118.2435,1110.2373,2.5792,1114.343,1112.3209,2.0222,3.8963,1123.7145,1270245717643.6318,8.254,8.254,34.4073,65.0,90.0,-25.0,1116.415,1112.39,1084.7775,1103.53,1166.17,1113.5204,1130.0284,1097.0124,43.755,1118.2435,1132.7312,1103.7558,-56.0443,-12.49,0.3806,1116.415,1131.54,1101.29,1112.34,1109.88,1117.26,1101.29,1131.54,43.9339,39.1956,-56.0661,50.0,0.0
2004-10-01,1114.58,1131.64,1114.58,1131.5,1582200000,1118.903,1111.2498,7.4115,1116.9826,1113.7415,3.241,3.7652,1101.29,1270811365958.6467,8.4315,8.4315,33.42,100.0,85.0,15.0,1116.465,1113.18,1086.0,1103.53,1164.89,1115.2328,1132.0958,1098.3698,53.1626,1118.903,1134.5573,1103.2487,82.4197,6.3252,0.4959,1116.465,1131.64,1101.29,1113.5233,1110.7367,1117.3667,1101.29,1131.64,99.5387,62.7113,-0.4613,58.3333,16.6667
2004-10-04,1131.5,1140.13,1131.5,1135.17,1534000000,1119.98,1112.3889,11.3081,1119.7806,1115.3288,4.4518,3.9025,1101.897,1272056545236.6248,8.5015,8.5015,31.3791,100.0,80.0,20.0,1120.71,1117.425,1085.225,1103.53,1164.08,1117.1316,1134.1346,1100.1286,53.7599,1119.98,1137.0102,1102.9498,165.9397,7.5198,0.5602,1120.71,1140.13,1101.29,1125.9067,1120.1733,1137.2333,1101.29,1140.13,87.2297,76.9008,-12.7703,58.3333,16.6667
2004-10-05,1135.17,1137.87,1132.03,1134.48,1418400000,1120.639,1113.4408,13.5828,1122.0421,1116.7474,5.2946,4.181,1103.4263,1272505150931.3296,8.271,8.271,29.0914,95.0,75.0,20.0,1120.71,1117.425,1089.7525,1103.53,1162.91,1118.7838,1135.3258,1102.2418,58.4299,1120.639,1138.8625,1102.4155,135.2964,16.8598,0.6047,1120.71,1140.13,1101.29,1135.6,1131.07,1139.7,1101.29,1140.13,85.4531,90.7405,-14.5469,50.0,0.0
2004-10-06,1134.48,1142.05,1132.94,1142.05,1416700000,1121.928,1114.8032,16.8147,1125.1202,1118.6217,6.4985,4.6445,1104.8945,1275616756626.0344,8.3875,8.3875,27.2532,100.0,70.0,30.0,1121.67,1118.385,1089.7525,1103.53,1173.48,1120.9996,1137.7746,1104.2246,60.5242,1121.928,1142.3631,1101.4929,151.4984,21.0485,0.6298,1121.67,1142.05,1101.29,1134.7933,1131.7167,1137.5567,1101.29,1142.05,100.0,90.8943,-0.0,58.3333,16.6667
2004-10-07,1142.05,1142.05,1130.5,1130.65,1447500000,1122.5415,1115.5578,15.2869,1125.971,1119.5127,6.4583,5.0072,1107.1238,1276989919098.3367,8.581,8.581,25.6845,100.0,65.0,35.0,1121.67,1120.615,1091.59,1103.53,1184.17,1121.9187,1139.0807,1104.7567,51.1113,1122.5415,1143.2628,1101.8202,100.4705,2.2227,0.5823,1121.67,1142.05,1101.29,1139.0133,1135.9767,1145.0867,1101.29,1142.05,72.0314,85.8282,-27.9686,50.0,0.0
2004-10-08,1130.65,1132.92,1120.19,1122.14,1291600000,1122.4525,1115.8712,11.7657,1125.3816,1119.7073,5.6743,5.1406,1109.2194,1276516928955.031,8.674,8.674,22.8148,95.0,60.0,35.0,1121.67,1121.67,1092.4125,1103.53,1183.81,1121.9398,1139.2878,1104.5918,49.969,1122.4525,1143.1642,1101.7408,20.7594,-0.0621,0.524,1121.67,1142.05,1101.29,1134.4,1126.75,1138.3,1101.29,1142.05,51.1531,74.3948,-48.8469,50.0,0.0
2004-10-11,1122.14,1126.2,1122.14,1124.39,943800000,1122.381,1116.2769,10.0857,1125.229,1120.0542,5.1749,5.1475,1111.1892,1276447420378.2737,8.5555,8.5555,19.6448,90.0,55.0,35.0,1124.735,1121.67,1097.94,1103.53,1175.43,1122.1731,1139.2841,1105.0621,47.3254,1122.381,1143.0536,1101.7084,14.7369,-5.3492,0.5031,1121.67,1142.05,1101.29,1125.0833,1117.2467,1129.9767,1101.29,1142.05,56.6732,59.9526,-43.3268,58.3333,16.6667
2004-10-12,1124.39,1124.39,1115.77,1121.84,1320100000,1122.0565,1116.5418,8.2637,1124.7076,1120.1864,4.5212,5.0222,1113.0409,1276286775627.1797,8.7495,8.7495,17.1328,85.0,50.0,35.0,1125.865,1121.67,1098.785,1103.53,1181.94,1122.1414,1139.6404,1104.6424,55.2672,1122.0565,1142.5388,1101.5742,-12.704,10.5344,0.5275,1121.67,1142.05,1101.29,1124.2433,1122.2867,1126.3467,1101.29,1142.05,50.4171,52.7478,-49.5829,50.0,0.0
2004-10-13,1121.84,1127.01,1109.63,1113.65,1546200000,1121.7205,1116.4041,4.7421,1123.0065,1119.7023,3.3042,4.6786,1142.05,1276388853887.394,9.193,9.193,15.4075,80.0,45.0,35.0,1125.84,1121.67,1100.53,1103.53,1183.55,1121.3327,1139.7187,1102.9467,53.2418,1121.7205,1142.537,1100.904,-41.9994,6.4836,0.5338,1121.67,1142.05,1101.29,1120.6667,1116.9433,1125.5633,1101.29,1142.05,30.3238,45.8047,-69.6762,50.0,0.0
2004-10-14,1113.65,1114.96,1102.06,1103.29,1489500000,1120.71,1115.7796,-0.3161,1119.9732,1118.4865,1.4866,4.0402,1141.4016,1275173890569.156,9.5535,9.5535,14.3944,75.0,40.0,35.0,1122.055,1121.67,1100.9,1103.345,1170.34,1119.6144,1138.7214,1100.5074,46.2195,1120.71,1143.0678,1098.3522,-108.5143,-7.561,0.4799,1121.67,1142.05,1101.29,1116.7633,1106.5167,1123.8967,1101.29,1142.05,4.9068,28.5492,-95.0932,41.6667,-16.6667
2004-10-15,1103.29,1113.17,1102.14,1108.2,1645100000,1119.6925,1115.4187,-2.1904,1118.1619,1117.7246,0.4373,3.3196,1139.8279,1273380203751.4805,9.773,9.773,13.4512,70.0,35.0,35.0,1122.055,1121.67,1100.9,1102.46,1177.24,1118.5273,1138.0733,1098.9813,52.6435,1119.6925,1142.3976,1096.9874,-89.8203,5.2869,0.5142,1121.67,1142.05,1101.29,1106.77,1098.58,1111.48,1101.29,1142.05,16.9529,17.3945,-83.0471,41.6667,-16.6667
2004-10-18,1108.2,1114.46,1103.33,1114.02,1373300000,1119.2835,1115.3521,-1.822,1117.5247,1117.4502,0.0745,2.6706,1138.3172,1273506196453.4448,9.919,9.919,12.8615,65.0,30.0,35.0,1122.055,1121.67,1101.49,1102.46,1176.94,1118.098,1137.936,1098.26,52.2551,1119.2835,1142.0929,1096.4741,-63.0904,4.5103,0.5261,1121.67,1142.05,1101.29,1107.8367,1102.5033,1113.5333,1102.06,1142.05,29.9075,17.2557,-70.0925,50.0,0.0
2004-10-19,1114.02,1117.96,1103.15,1103.23,1737500000,1117.98,1114.7748,-4.3173,1115.3255,1116.3968,-1.0713,1.9222,1136.8669,1271224006294.5608,10.1925,10.1925,12.1423,60.0,25.0,35.0,1122.055,1121.67,1103.75,1102.46,1181.76,1116.682,1137.067,1096.297,43.8359,1117.98,1141.3519,1094.6081,-74.2345,-12.3282,0.528,1121.67,1142.05,1101.29,1110.6033,1106.7467,1117.8767,1102.06,1142.05,2.9257,16.5954,-97.0743,41.6667,-16.6667
2004-10-20,1103.23,1104.09,1094.25,1103.66,1685700000,1117.485,1114.2455,-5.7741,1113.5308,1115.4534,-1.9225,1.1533,1135.4747,1271712390440.489,9.853,9.853,12.074,55.0,100.0,-45.0,1113.585,1118.15,1104.865,1100.78,1182.65,1115.4418,1135.1478,1095.7358,44.1952,1117.485,1141.6567,1093.3133,-112.883,-11.6096,0.458,1118.15,1142.05,1094.25,1108.1133,1098.2667,1113.0767,1094.25,1142.05,19.6862,17.5065,-80.3138,41.6667,-16.6667
2004-10-21,1103.66,1108.87,1098.47,1106.49,1673000000,1117.3915,1113.8762,-5.9319,1112.4476,1114.7894,-2.3418,0.4543,1133.0012,1274250919024.7126,10.095,10.095,12.1569,50.0,95.0,-45.0,1110.63,1118.15,1106.47,1095.25,1178.57,1114.5893,1134.7793,1094.3993,34.3629,1117.3915,1141.7258,1093.0572,-82.8679,-31.2742,0.3723,1118.15,1142.05,1094.25,1100.6667,1097.2433,1107.0833,1094.25,1142.05,25.6067,16.0729,-74.3933,50.0,0.0
2004-10-22,1106.49,1108.14,1095.47,1095.74,1469600000,1116.673,1113.0126,-8.6732,1109.8772,1113.3783,-3.5011,-0.3368,1130.6761,1275831662311.0066,10.456,10.456,12.4182,45.0,90.0,-45.0,1110.63,1118.15,1108.4625,1095.25,1173.82,1112.7941,1133.7061,1091.8821,27.3521,1116.673,1142.7021,1090.6439,-106.2594,-45.2958,0.2671,1118.15,1142.05,1094.25,1104.61,1100.35,1110.75,1094.25,1142.05,3.1172,16.1367,-96.8828,41.6667,-16.6667
2004-10-25,1095.74,1096.81,1090.29,1094.8,1380500000,1116.237,1112.1453,-10.6518,1107.5576,1112.0022,-4.4445,-1.1584,1128.4905,1279102245697.4067,10.4385,10.4385,12.6528,40.0,100.0,-60.0,1108.65,1116.17,1108.655,1095.43,1191.37,1111.0804,1131.9574,1090.2034,27.2738,1116.237,1143.4586,1089.0154,-132.5789,-45.4525,0.2463,1116.17,1142.05,1090.29,1099.7833,1091.4267,1104.0967,1090.29,1142.05,8.7133,12.479,-91.2867,41.6667,-16.6667
2004-10-26,1094.81,1111.1,1094.81,1111.09,1685400000,1116.2885,1112.0951,-7.2334,1108.1011,1111.9346,-3.8335,-1.6934,1125.4345,1283115320525.8943,10.729,10.7295,12.9045,35.0,95.0,-60.0,1104.125,1116.17,1108.655,1095.43,1190.33,1111.0813,1132.5403,1089.6223,33.8784,1116.2885,1143.4647,1089.1123,-61.4407,-32.2433,0.3458,1116.17,1142.05,1090.29,1093.9667,1091.1233,1097.6433,1090.29,1142.05,40.1855,17.3386,-59.8145,50.0,0.0
2004-10-27,1111.09,1126.29,1107.43,1125.4,1741900000,1116.8185,1112.7286,-1.3353,1110.7625,1112.932,-2.1696,-1.7886,1090.29,1287302995460.4263,11.303,11.3035,13.2175,30.0,90.0,-60.0,1108.29,1116.17,1110.375,1096.13,1191.17,1112.445,1135.052,1089.838,47.3466,1116.8185,1144.2844,1089.3526,19.7108,-5.3068,0.4665,1116.17,1142.05,1090.29,1105.6667,1100.2333,1116.5233,1090.29,1132.92,82.3598,43.7529,-17.6402,50.0,0.0
2004-10-28,1125.34,1130.67,1120.6,1127.44,1628200000,1117.4615,1113.4292,2.7639,1113.3282,1114.0067,-0.6785,-1.5666,1091.01,1291238593995.5164,11.475,11.4755,13.8657,25.0,85.0,-60.0,1110.48,1116.17,1113.67,1096.13,1190.25,1113.8731,1136.8241,1090.9221,52.8661,1117.4615,1145.3062,1089.6168,53.2199,5.7322,0.5522,1116.17,1142.05,1090.29,1119.7067,1113.1233,1131.9833,1090.29,1130.67,92.001,71.5154,-7.999,58.3333,16.6667
2004-10-29,1127.44,1131.4,1124.62,1130.2,1500800000,1117.3965,1114.2278,6.0149,1115.9239,1115.2062,0.7177,-1.1097,1092.5964,1294587504005.9822,10.961,10.9615,13.5927,20.0,80.0,-60.0,1110.845,1116.17,1112.515,1096.13,1177.07,1115.428,1137.351,1093.505,53.1247,1117.3965,1145.109,1089.684,66.0486,6.2493,0.5561,1116.17,1142.05,1090.29,1126.2367,1121.8033,1131.8733,1090.29,1131.4,97.081,90.4806,-2.919,66.6667,33.3333
2004-11-01,1130.2,1133.41,1127.6,1130.51,1395900000,1117.1635,1115.0031,8.194,1118.1679,1116.3398,1.8281,-0.5222,1094.9246,1298168116714.0784,10.82,10.8205,12.6401,15.0,75.0,-60.0,1111.85,1116.17,1114.3525,1096.13,1182.81,1116.8644,1138.5054,1095.2234,54.7779,1117.1635,1144.3196,1090.0074,79.3093,9.5558,0.6117,1116.17,1142.05,1090.29,1128.74,1126.08,1132.86,1090.29,1133.41,93.2746,94.1189,-6.7254,75.0,50.0
2004-11-02,1130.51,1140.48,1128.12,1130.56,1659000000,1116.9675,1115.7439,9.6517,1120.0744,1117.3932,2.6812,0.1185,1098.0034,1300973043240.5015,11.146,11.1465,12.1891,10.0,70.0,-60.0,1115.385,1116.17,1113.9725,1096.13,1189.24,1118.1687,1140.4617,1095.8757,60.2373,1116.9675,1143.6498,1090.2852,95.3958,20.4746,0.682,1116.17,1142.05,1090.29,1130.5067,1127.6033,1133.4133,1090.29,1140.48,80.2351,90.1969,-19.7649,75.0,50.0
2004-11-03,1130.54,1147.57,1130.54,1143.2,1767500000,1117.025,1117.0514,13.5695,1123.6322,1119.3048,4.3274,0.9603,1102.2511,1303221667594.288,11.542,11.5425,11.642,100.0,65.0,35.0,1118.93,1118.93,1114.2975,1096.13,1188.0,1120.5527,1143.6377,1097.4677,73.5124,1117.025,1143.9388,1090.1112,137.5073,47.0249,0.7775,1118.93,1147.57,1090.29,1133.0533,1125.6267,1137.9867,1090.29,1147.57,92.3708,88.6268,-7.6292,75.0,50.0
2004-11-04,1143.2,1161.67,1142.34,1161.67,1782700000,1118.576,1119.1761,20.0004,1129.4841,1122.4429,7.0412,2.1765,1107.6894,1308662894545.477,11.931,11.9315,11.7123,100.0,60.0,40.0,1125.98,1125.98,1114.2975,1096.13,1198.68,1124.4686,1148.3316,1100.6056,77.1614,1118.576,1151.6632,1085.4888,199.5968,54.3229,0.8118,1125.98,1161.67,1090.29,1140.4367,1133.3033,1150.3333,1090.29,1161.67,100.0,90.8686,-0.0,83.3333,66.6667
2004-11-05,1161.67,1170.87,1160.66,1166.17,1724400000,1120.7775,1121.4139,24.7917,1135.1281,1125.682,9.4461,3.6304,1115.2467,1315136826672.2678,11.805,11.8055,13.5028,100.0,55.0,45.0,1132.84,1130.58,1114.4025,1096.13,1203.38,1128.4402,1152.0512,1104.8292,76.851,1120.7775,1160.1293,1081.4257,210.8064,53.702,0.8267,1130.58,1170.87,1090.29,1155.2267,1148.7833,1168.1133,1090.29,1170.87,94.1673,95.5127,-5.8327,83.3333,66.6667
2004-11-08,1166.17,1166.77,1162.32,1164.89,1358700000,1122.8025,1123.4842,27.4011,1139.7069,1128.5863,11.1206,5.1284,1124.1464,1321719149886.6768,11.8245,11.825,15.2907,95.0,50.0,45.0,1139.15,1130.58,1114.8225,1096.18,1205.72,1131.9116,1155.5616,1108.2616,85.1941,1122.8025,1166.8276,1078.7774,168.5059,70.3881,0.8219,1130.58,1170.87,1090.29,1165.9,1160.93,1171.14,1090.29,1170.87,92.5788,95.582,-7.4212,75.0,50.0
2004-11-09,1164.89,1168.96,1162.48,1164.08,1450800000,1124.9145,1125.4173,28.8294,1143.4566,1131.2154,12.2411,6.551,1131.6222,1327028051188.2214,11.7175,11.718,17.1634,90.0,45.0,45.0,1145.735,1130.58,1119.0675,1100.425,1203.21,1134.9752,1158.4112,1111.5392,84.3373,1124.9145,1172.6423,1077.1867,142.2368,68.6747,0.9083,1130.58,1170.87,1090.29,1164.66,1162.55,1167.0,1090.29,1170.87,91.5736,92.7732,-8.4264,75.0,50.0
2004-11-10,1164.08,1169.25,1162.51,1162.91,1504300000,1127.3775,1127.2027,29.3826,1146.4494,1133.5632,12.8862,7.818,1137.9018,1331842131230.9778,11.1855,11.186,19.3884,85.0,40.0,45.0,1147.745,1130.58,1119.0675,1100.425,1194.2,1137.6357,1160.0077,1115.2637,82.6807,1127.3775,1177.6727,1077.0823,122.0846,65.3614,0.9034,1130.58,1170.87,1090.29,1165.1733,1161.3867,1167.8667,1090.29,1170.87,90.1216,91.4247,-9.8784,75.0,50.0
2004-11-11,1162.91,1174.8,1162.91,1173.48,1393000000,1130.887,1129.4064,31.6828,1150.608,1136.52,14.088,9.072,1143.1767,1338945371881.632,11.135,11.1355,21.9209,100.0,35.0,65.0,1151.2,1132.545,1120.0275,1101.385,1194.65,1141.0494,1163.3204,1118.7784,95.1242,1130.887,1183.831,1077.943,121.9049,90.2484,0.9406,1132.545,1174.8,1090.29,1164.89,1160.53,1167.27,1090.29,1174.8,98.4381,93.3778,-1.5619,75.0,50.0
2004-11-12,1173.48,1184.17,1171.43,1184.17,1531600000,1134.6855,1132.0141,35.014,1155.7714,1140.0496,15.7217,10.402,1148.8689,1347417641453.4106,11.2205,11.221,24.3192,100.0,30.0,70.0,1156.145,1137.23,1121.1425,1101.385,1205.45,1145.1562,1167.5982,1122.7142,96.6003,1134.6855,1191.5331,1077.8379,129.5718,93.2005,1.0,1137.23,1184.17,1090.29,1170.3967,1165.9933,1177.8833,1094.81,1184.17,100.0,96.1866,-0.0,75.0,50.0
2004-11-15,1184.17,1184.48,1179.85,1183.81,1453300000,1138.175,1134.4806,37.0015,1160.085,1143.2911,16.7939,11.6803,1155.9291,1355657882294.636,10.8955,10.896,26.926,100.0,25.0,75.0,1157.51,1137.385,1121.67,1101.385,1209.57,1148.8375,1170.6295,1127.0455,95.4727,1138.175,1198.1627,1078.1873,118.9257,90.9455,1.0,1137.385,1184.48,1090.29,1179.9233,1175.6767,1188.4167,1107.43,1184.48,99.1304,99.1895,-0.8696,66.6667,33.3333
2004-11-16,1183.81,1183.81,1175.32,1175.43,1364400000,1141.785,1136.4306,35.294,1162.4458,1145.6718,16.774,12.6991,1161.6393,1364287807512.2854,10.5795,10.58,29.1952,95.0,20.0,75.0,1163.41,1137.385,1123.2025,1101.385,1210.13,1151.3701,1172.5301,1130.2101,83.7904,1141.785,1201.6078,1081.9622,95.7031,67.5807,0.9322,1137.385,1184.48,1090.29,1182.7133,1180.9467,1185.5767,1120.6,1184.48,85.8328,94.9877,-14.1672,58.3333,16.6667
2004-11-17,1175.43,1188.46,1175.43,1181.94,1684200000,1145.699,1138.5977,35.3037,1165.4449,1148.3583,17.0866,13.5766,1166.2074,1371378067613.3184,10.739,10.7395,32.2059,100.0,15.0,85.0,1174.56,1139.375,1123.7675,1101.385,1204.92,1154.2815,1175.7605,1132.8025,84.7134,1145.699,1205.2617,1086.1363,94.6402,69.4268,0.9325,1139.375,1188.46,1090.29,1178.1867,1172.5633,1181.0533,1124.62,1188.46,89.787,91.5834,-10.213,58.3333,16.6667
